doc_name,country,type_of_sentence,quote,action,public_evidence,client_evidence,due_diligence_level,entity_type,role,business_type
JMLSG Part One June 2020 (amended July 2022),UK,KYC Profile Relevant,"The firm is prohibited from entering into, or continuing, a correspondent relationship with a shell bank.",Is the client a shell bank?,,,"['Simplified Due Diligence', 'Client Due Diligence', 'Enhanced Due Diligence']","['Trust', 'Partnership', 'Club or society', 'Special Purpose Vehicle', 'Pension Fund', 'Parent Listed On A Regulated Market', 'Listed On A Regulated Market', 'Foundation', 'Legal Form Similar to Trust', 'Other Legal Structure', 'Private Limited By Shares', 'Government and Supranational', 'Fund', 'Charity', 'Money Service Business', 'Sovereign Wealth Funds', 'All Organisation Entity Types']",['Client'],"['Invoice Finance', 'Payment Service Provider', 'Other Business Type', 'Syndicated Lending', 'Trade Finance', 'Correspondent Relationships', 'Asset Finance', 'Investment Funds', 'Investment Management', 'Private Equity', 'Wholesale Markets', 'Credit Unions', 'Cryptoassets', 'Electronic Money Issuer', 'Life insurance', 'Consumer credit', 'Corporate Finance', 'Credit Cards', 'Financial Advisors', 'Wealth Management', 'Life assurance and life-related protection, pension and investment products', 'Loans', 'Motor Finance', 'Pensions Schemes', 'Pooled Client Accounts', 'Secondary Loan Market']"
JMLSG Part One June 2020 (amended July 2022),UK,KYC Profile Relevant,"The firm is prohibited from entering into, or continuing, a correspondent relationship with a with a bank that is known to allow its accounts to be used by a shell bank.",Does the respondent hold accounts for shell banks?,,,"['Simplified Due Diligence', 'Client Due Diligence', 'Enhanced Due Diligence']","['Trust', 'Partnership', 'Club or society', 'Special Purpose Vehicle', 'Pension Fund', 'Parent Listed On A Regulated Market', 'Listed On A Regulated Market', 'Foundation', 'Legal Form Similar to Trust', 'Other Legal Structure', 'Private Limited By Shares', 'Government and Supranational', 'Fund', 'Charity', 'Money Service Business', 'Sovereign Wealth Funds', 'All Organisation Entity Types']",['Client'],"['Invoice Finance', 'Payment Service Provider', 'Other Business Type', 'Syndicated Lending', 'Trade Finance', 'Correspondent Relationships', 'Asset Finance', 'Investment Funds', 'Investment Management', 'Private Equity', 'Wholesale Markets', 'Credit Unions', 'Cryptoassets', 'Electronic Money Issuer', 'Life insurance', 'Consumer credit', 'Corporate Finance', 'Credit Cards', 'Financial Advisors', 'Wealth Management', 'Life assurance and life-related protection, pension and investment products', 'Loans', 'Motor Finance', 'Pensions Schemes', 'Pooled Client Accounts', 'Secondary Loan Market']"
JMLSG Part One June 2020 (amended July 2022),UK,KYC Profile Relevant,"Where the business is conducted face-to-face, the employees of the firm that met the client must confirm they have seen original versions of the verification documents.",Has an employee confirmed that they have seen the originals of verification documents?,,,"['Simplified Due Diligence', 'Client Due Diligence', 'Enhanced Due Diligence']","['Private Individual', 'Trust', 'Partnership', 'Club or society', 'Special Purpose Vehicle', 'Pension Fund', 'Parent Listed On A Regulated Market', 'Listed On A Regulated Market', 'Foundation', 'Legal Form Similar to Trust', 'Other Legal Structure', 'Private Limited By Shares', 'Government and Supranational', 'Fund', 'Charity', 'Money Service Business', 'Sovereign Wealth Funds', 'All Entity Types']",['Client'],"['Invoice Finance', 'Payment Service Provider', 'Other Business Type', 'Syndicated Lending', 'Trade Finance', 'Correspondent Relationships', 'Asset Finance', 'Investment Funds', 'Investment Management', 'Private Equity', 'Wholesale Markets', 'Credit Unions', 'Cryptoassets', 'Electronic Money Issuer', 'Life insurance', 'Consumer credit', 'Corporate Finance', 'Credit Cards', 'Financial Advisors', 'Wealth Management', 'Life assurance and life-related protection, pension and investment products', 'Loans', 'Motor Finance', 'Pensions Schemes', 'Pooled Client Accounts', 'Secondary Loan Market']"
JMLSG Part One June 2020 (amended July 2022),UK,KYC Profile Relevant,"Documents issued by a competent authority to verify identity must include a photograph and the full name of the client, as well as the client's date of birth or residential address.",Does the verification evidence include a photograph of the client?,,Client's Government issued photo ID,"['Simplified Due Diligence', 'Client Due Diligence', 'Enhanced Due Diligence']",['Private Individual'],['Client'],"['Invoice Finance', 'Payment Service Provider', 'Other Business Type', 'Syndicated Lending', 'Trade Finance', 'Correspondent Relationships', 'Asset Finance', 'Investment Funds', 'Investment Management', 'Private Equity', 'Wholesale Markets', 'Credit Unions', 'Cryptoassets', 'Electronic Money Issuer', 'Life insurance', 'Consumer credit', 'Corporate Finance', 'Credit Cards', 'Financial Advisors', 'Wealth Management', 'Life assurance and life-related protection, pension and investment products', 'Loans', 'Motor Finance', 'Pensions Schemes', 'Pooled Client Accounts', 'Secondary Loan Market']"
JMLSG Part One June 2020 (amended July 2022),UK,KYC Profile Relevant,"Where an employee of the firm has visited the client's home address, evidence of the visit can be used to corroborate other evidence of the client's residential address.",Has an employee of the firm visited the client's residential address?,,,"['Simplified Due Diligence', 'Client Due Diligence', 'Enhanced Due Diligence']",['Private Individual'],['Client'],"['Invoice Finance', 'Payment Service Provider', 'Other Business Type', 'Syndicated Lending', 'Trade Finance', 'Correspondent Relationships', 'Asset Finance', 'Investment Funds', 'Investment Management', 'Private Equity', 'Wholesale Markets', 'Credit Unions', 'Cryptoassets', 'Electronic Money Issuer', 'Life insurance', 'Consumer credit', 'Corporate Finance', 'Credit Cards', 'Financial Advisors', 'Wealth Management', 'Life assurance and life-related protection, pension and investment products', 'Loans', 'Motor Finance', 'Pensions Schemes', 'Pooled Client Accounts', 'Secondary Loan Market']"
JMLSG Part One June 2020 (amended July 2022),UK,KYC Profile Relevant,The private individual client's telephone number must be confirmed with the client and recorded on the KYC profile.,What is the client's telephone number?,,Client email,"['Simplified Due Diligence', 'Client Due Diligence', 'Enhanced Due Diligence']",['Private Individual'],['Client'],"['Invoice Finance', 'Payment Service Provider', 'Other Business Type', 'Syndicated Lending', 'Trade Finance', 'Correspondent Relationships', 'Asset Finance', 'Investment Funds', 'Investment Management', 'Private Equity', 'Wholesale Markets', 'Credit Unions', 'Cryptoassets', 'Electronic Money Issuer', 'Life insurance', 'Consumer credit', 'Corporate Finance', 'Credit Cards', 'Financial Advisors', 'Wealth Management', 'Life assurance and life-related protection, pension and investment products', 'Loans', 'Motor Finance', 'Pensions Schemes', 'Pooled Client Accounts', 'Secondary Loan Market']"
JMLSG Part One June 2020 (amended July 2022),UK,KYC Profile Relevant,Record the client's mailing address.,What is the client's mailing address?,,Client email,"['Simplified Due Diligence', 'Client Due Diligence', 'Enhanced Due Diligence']",['Private Individual'],['Client'],"['Invoice Finance', 'Payment Service Provider', 'Other Business Type', 'Syndicated Lending', 'Trade Finance', 'Correspondent Relationships', 'Asset Finance', 'Investment Funds', 'Investment Management', 'Private Equity', 'Wholesale Markets', 'Credit Unions', 'Cryptoassets', 'Electronic Money Issuer', 'Life insurance', 'Consumer credit', 'Corporate Finance', 'Credit Cards', 'Financial Advisors', 'Wealth Management', 'Life assurance and life-related protection, pension and investment products', 'Loans', 'Motor Finance', 'Pensions Schemes', 'Pooled Client Accounts', 'Secondary Loan Market']"
JMLSG Part One June 2020 (amended July 2022),UK,KYC Profile Relevant,Record the client's email address.,What is the client's email address?,,Client email,"['Simplified Due Diligence', 'Client Due Diligence', 'Enhanced Due Diligence']",['Private Individual'],['Client'],"['Invoice Finance', 'Payment Service Provider', 'Other Business Type', 'Syndicated Lending', 'Trade Finance', 'Correspondent Relationships', 'Asset Finance', 'Investment Funds', 'Investment Management', 'Private Equity', 'Wholesale Markets', 'Credit Unions', 'Cryptoassets', 'Electronic Money Issuer', 'Life insurance', 'Consumer credit', 'Corporate Finance', 'Credit Cards', 'Financial Advisors', 'Wealth Management', 'Life assurance and life-related protection, pension and investment products', 'Loans', 'Motor Finance', 'Pensions Schemes', 'Pooled Client Accounts', 'Secondary Loan Market']"
JMLSG Part One June 2020 (amended July 2022),UK,KYC Profile Relevant,"Where the client has a risk rating of high, the MLRO or delegate may decide to request further due diligence is collected.",Has the Money Laundering Reporting Officer or delegate requested any further due diligence information?,,,"['Simplified Due Diligence', 'Client Due Diligence', 'Enhanced Due Diligence']","['Private Individual', 'Trust', 'Partnership', 'Club or society', 'Special Purpose Vehicle', 'Pension Fund', 'Parent Listed On A Regulated Market', 'Listed On A Regulated Market', 'Foundation', 'Legal Form Similar to Trust', 'Other Legal Structure', 'Private Limited By Shares', 'Government and Supranational', 'Fund', 'Charity', 'Money Service Business', 'Sovereign Wealth Funds', 'All Entity Types', 'All Organisation Entity Types']",['Client'],"['Invoice Finance', 'Payment Service Provider', 'Other Business Type', 'Syndicated Lending', 'Trade Finance', 'Correspondent Relationships', 'Asset Finance', 'Investment Funds', 'Investment Management', 'Private Equity', 'Wholesale Markets', 'Credit Unions', 'Cryptoassets', 'Electronic Money Issuer', 'Life insurance', 'Consumer credit', 'Corporate Finance', 'Credit Cards', 'Financial Advisors', 'Wealth Management', 'Life assurance and life-related protection, pension and investment products', 'Loans', 'Motor Finance', 'Pensions Schemes', 'Pooled Client Accounts', 'Secondary Loan Market']"
JMLSG Part One June 2020 (amended July 2022),UK,KYC Profile Relevant,"Where the client or beneficial owner has died and the estate of a deceased person in the course of administration, the beneficial owner in England and Wales and Northern Ireland is the executor, original or by representation, or administrator for the time being of a deceased person.",Who is the executor or administrator of the deceased beneficial owner's estate?,,Court documents granting probate,  Letters of administration,"['Simplified Due Diligence', 'Client Due Diligence', 'Enhanced Due Diligence']","['Trust', 'Partnership', 'Club or society', 'Special Purpose Vehicle', 'Pension Fund', 'Parent Listed On A Regulated Market', 'Listed On A Regulated Market', 'Foundation', 'Legal Form Similar to Trust', 'Other Legal Structure', 'Private Limited By Shares', 'Government and Supranational', 'Fund', 'Charity', 'Money Service Business', 'Sovereign Wealth Funds', 'All Organisation Entity Types']","['Beneficial Owner', 'Executor']"
JMLSG Part One June 2020 (amended July 2022),UK,KYC Profile Relevant,"Where the client or beneficial owner has died and the estate of a deceased person in the course of administration, the beneficial owner in Scotland, the executor for the purposes of the Executors (Scotland) Act 190022.",Who is the executor or administrator of the deceased beneficial owner's estate?,,Court documents granting probate,  Letters of administration,"['Simplified Due Diligence', 'Client Due Diligence', 'Enhanced Due Diligence']","['Trust', 'Partnership', 'Club or society', 'Special Purpose Vehicle', 'Pension Fund', 'Parent Listed On A Regulated Market', 'Listed On A Regulated Market', 'Foundation', 'Legal Form Similar to Trust', 'Other Legal Structure', 'Private Limited By Shares', 'Government and Supranational', 'Fund', 'Charity', 'Money Service Business', 'Sovereign Wealth Funds', 'All Organisation Entity Types']","['Beneficial Owner', 'Executor']"
JMLSG Part One June 2020 (amended July 2022),UK,KYC Profile Relevant,"Where the client or beneficial owner has died and the estate of a deceased person in the course of administration, court documents granting probate or letters of administration must be collected as evidence of authority of those executors or administrators.",Who is the executor or administrator of the deceased beneficial owner's estate?,,Court documents granting probate,  Letters of administration,"['Simplified Due Diligence', 'Client Due Diligence', 'Enhanced Due Diligence']","['Trust', 'Partnership', 'Club or society', 'Special Purpose Vehicle', 'Pension Fund', 'Parent Listed On A Regulated Market', 'Listed On A Regulated Market', 'Foundation', 'Legal Form Similar to Trust', 'Other Legal Structure', 'Private Limited By Shares', 'Government and Supranational', 'Fund', 'Charity', 'Money Service Business', 'Sovereign Wealth Funds', 'All Organisation Entity Types']","['Beneficial Owner', 'Executor']"
